Strain,Buffer,Experiment,carbon_source,growth_rate,estimated_phiRb,estimated_nu_inv_hr
ECOR55,MOPS,soft_agar expt_I,Glu+CAA,1.517,0.17764587289610534,5.550347148173419
ECOR55,MOPS,soft_agar expt_I,Gly+CAA,1.274,0.15679871908725235,4.329738253808492
ECOR55,MOPS,swimming expt_I,Gly+CAA,1.29,0.15817137118989288,4.404744357139178
ECOR55,N-C-,Growth rate expt_I,Glucose,0.43756797,0.08504058254379088,1.19432454174942
ECOR55,N-C-,Growth rate expt_II,Glucose,0.50286108,0.09064212783938082,1.39402700194577
ECOR55,N-C-,Growth rate expt_III,Glucose,0.4299745,0.08438913300867601,1.171496511975874
ECOR55,N-C-,Growth rate expt_I,Glycerol,0.66244565,0.1043330088118486,1.909357752217498
ECOR55,N-C-,Growth rate expt_II,Glycerol,0.59424459,0.09848198828614155,1.6842119976890833
ECOR55,N-C-,Growth rate expt_III,Glycerol,0.64495456,0.10283243497022516,1.8508926027443966
ECOR55,N-C-,Growth rate expt_I,Acetate,0.35006687,0.07753379698764344,0.9361100846898657
ECOR55,N-C-,Growth rate expt_II,Acetate,0.34502574,0.07710131463175693,0.9215501701018736
ECOR55,N-C-,Growth rate expt_III,Acetate,0.36579887,0.07888345716756473,0.981765532037946
ECOR55,N-C-,Growth rate expt_I,Maltose,0.542074,0.09400623390742299,1.516981110658662
ECOR55,N-C-,Growth rate expt_I,Fructose,0.1294,0.058602619294605716,0.3287322548224181
ECOR55,N-C-,Growth rate expt_I,Succinate,0.618508,0.10056356458324961,1.7634466242750875
ECOR55,N-C-,Growth rate expt_I,Lactose,0.47677072,0.0884038161198403,1.313486381177182
ECOR55,MOPS,Yield expt (in fru_glu),fru_glu,0.437755,0.08505662798896318,1.1948878323911643
ECOR55,MOPS,Yield expt (in mal_glu),mal_glu,0.425301,0.08398818990857035,1.1574870747207544
ECOR55,MOPS,Yield expt (in fru_mal),fru_mal,0.347073,0.07727695061573517,0.9274590475500561
ECOR55,MOPS,Yield expt (in galactose),Galactose,0.221554,0.06650858066127666,0.5751629544021319
ECOR55,MOPS,Yield expt (in glycerol),Glycerol,0.469,0.08773716017315088,1.2896905400768621
ECOR55,MOPS,Yield expt (in glu+CAA),Glu+CAA,1.33,0.1616030014464942,4.595383315157364
ECOR55,MOPS,Yield expt (in RDM),Glu+CAA+ACGU,1.846817,0.20594112280464222,7.540626629084493
ECOR55,LB,R/P expt,LB,2.43725859,0.2565955534296369,12.558100502921318
ECOR55,LB,R/P expt,LB,2.4897,0.2610945416610078,13.133848614969589
ECOR55,MOPS,R/P expt,Glu+CAA+ACGU,1.8468,0.20593966436178318,7.540512149897371
ECOR55,N-C-,R/P expt,Glu+CAA,1.1796,0.14870007168167326,3.90111308392716
ECOR55,N-C-,R/P expt,Glucose,0.3695,0.07920097990985511,0.9925547231585945
ECOR55,N-C-,R/P expt,Glycerol,0.5708,0.09647065917620123,1.608537492623637
ECOR55,N-C-,R/P expt,Glycerol,0.59375,0.09843955703592623,1.6826066200376397
ECOR55,N-C-,R/P expt,Acetate,0.3578,0.07819722805979923,0.9585108420008623
ECOR55,N-C-,Yield expt (in acetate),Acetate,,,
ECOR55,N-C-,Diauxie expt,Glucose,0.604426,0.09935545915141313,1.7173458933037744
ECOR55,N-C-,Preferred sugar expt_I,Mixed carbon,0.78013536,0.11442969805501445,2.316337263465964
ECOR55,N-C-,Preferred sugar expt_II,Mixed carbon,0.76703581,0.1133058777518179,2.2698309721756194
ECOR55,MOPS,Preferred sugar expt,Mixed carbon,0.830751288,0.11877207680478329,2.499000270842699
ECOR59,LB,Growth rate expt_I,LB,2.23172265,0.23896246966656215,10.538196238665432
ECOR59,LB,Growth rate expt_II,LB,2.31491599,0.24609968923385514,11.313693309577475
ECOR59,MOPS,Growth rate expt_I,Glu+CAA+ACGU,1.839279,0.20529443208278572,7.4899990565110794
ECOR59,MOPS,soft_agar expt_I,Glycerol,0.6791,0.1057617980959493,1.9654996952858916
ECOR59,MOPS,soft_agar expt_I,Glu+CAA,1.19,0.1495922955483896,3.947201732335464
ECOR59,MOPS,soft_agar expt_I,Gly+CAA,1.171,0.14796227117650396,3.863206993479993
ECOR59,MOPS,swimming expt_I,Gly+CAA,1.14,0.14530275772763795,3.72809222279905
ECOR59,N-C-,Growth rate expt_I,Glucose,0.71393555,0.10875036628058299,2.0844505164358385
ECOR59,N-C-,Growth rate expt_II,Glucose,0.72357567,0.10957739946731468,2.1177369565666213
ECOR59,N-C-,Growth rate expt_I,Glycerol,0.61850269,0.10056310903433305,1.763429180678024
ECOR59,N-C-,Growth rate expt_I,Acetate,0.24882968,0.06884858188021103,0.6500317145868234
ECOR59,N-C-,Growth rate expt_II,Acetate,0.35325363,0.07780719153855661,0.9453315939255986
ECOR59,N-C-,Growth rate expt_I,Maltose,0.759834,0.11268802902436055,2.2443949650028387
ECOR59,N-C-,Growth rate expt_I,Fructose,0.654658,0.10366490042765306,1.8832644467974338
ECOR59,N-C-,Growth rate expt_I,Succinate,0.689485,0.10665273510131941,2.000744100945343
ECOR59,N-C-,Yield expt (in glucose),Glucose,0.71393555,0.10875036628058299,2.0844505164358385
ECOR59,LB,R/P expt,LB,2.3439,0.24858624937569604,11.596780769267358
ECOR59,LB,R/P expt,LB,2.558,0.26695405032415453,13.92614045261349
ECOR59,MOPS,R/P expt,Glu+CAA+ACGU,1.8393,0.20529623368867042,7.490139727397744
ECOR59,N-C-,R/P expt,Glu+CAA,1.3245,0.1611311522862115,4.56890188169159
ECOR59,N-C-,R/P expt,Glucose,0.8237,0.11816714147356304,2.473266960597337
ECOR59,N-C-,R/P expt,Glucose,0.80435,0.11650709033693216,2.4031297158245195
ECOR59,N-C-,R/P expt,Glycerol,0.6166,0.10039987582000974,1.7571816815298036
ECOR59,N-C-,R/P expt,Glycerol,0.62555,0.10116770308992429,1.786620009326912
ECOR59,N-C-,R/P expt,Acetate,0.3955,0.08143153957664596,1.0688709417984923
ECOR59,N-C-,Yield expt (in acetate),Acetate,,,
ECOR59,N-C-,Diauxie expt,Glucose,0.656002,0.10378020320427486,1.8877604649251898
ECOR59,N-C-,Preferred sugar expt,Mixed carbon,0.796754,0.11585542375120357,2.3757872381238925
ECOR59,MOPS,Preferred sugar expt,Mixed carbon,0.957024213,0.129605126555272,2.9762772272031897
ECOR61,LB,Growth rate expt_II,LB,2.40867517,0.25414336020690836,12.255424094363134
ECOR61,LB,Growth rate expt_I,LB,2.32910862,0.24731728569707384,11.451445162368309
ECOR61,MOPS,Growth rate expt_I,Glu+CAA+ACGU,1.752395,0.197840588002422,6.9252048325238
ECOR61,MOPS,soft_agar expt_I,Glycerol,,,
ECOR61,MOPS,soft_agar expt_I,Glu+CAA,1.0222,0.13519660662194707,3.2354761277413298
ECOR61,MOPS,soft_agar expt_I,Gly+CAA,1.142,0.145474339240468,3.7367380887584236
ECOR61,MOPS,swimming expt_I,Gly+CAA,1.1,0.14187112747103664,3.5571969319590715
ECOR61,N-C-,Growth rate expt_I,Glucose,0.38003786,0.08010503089025083,1.0233750511199706
ECOR61,N-C-,Growth rate expt_II,Glucose,0.52103698,0.09220145204890481,1.4507310848929504
ECOR61,N-C-,Growth rate expt_I,Glycerol,0.26204533,0.06998236249022736,0.6866369851750749
ECOR61,N-C-,Growth rate expt_I,Acetate,0.31219002,0.07428431337552471,0.827532130680664
ECOR61,N-C-,Growth rate expt_II,Acetate,0.32296143,0.07520840078708116,0.8582182658483933
ECOR61,N-C-,Growth rate expt_I,Maltose,0.129576,0.05861771846773476,0.3291937831196736
ECOR61,N-C-,Growth rate expt_I,Fructose,0.202398,0.06486517293139028,0.523121449505153
ECOR61,N-C-,Growth rate expt_I,Succinate,0.536817,0.09355523190094917,1.5003628473012338
ECOR61,N-C-,Yield expt (in glucose),Glucose,0.4363,0.0849318024383793,1.1905070174352597
ECOR61,MOPS,Yield expt (in galactose),Galactose,0.062012,0.05282135180130948,0.15285717660210316
ECOR61,MOPS,Yield expt (in glu+CAA),Glu+CAA,0.5356,0.09345082455039207,1.4965216961746048
ECOR61,MOPS,Yield expt (in RDM),Glu+CAA+ACGU,1.752395,0.197840588002422,6.9252048325238
ECOR61,N-C-,Yield expt (in acetate),Acetate,,,
ECOR61,N-C-,Diauxie expt,Glucose,0.544903,0.09424893595732112,1.525941490085021
ECOR61,N-C-,Preferred sugar expt,Mixed carbon,0.491588,0.08967500177905365,1.3591044230620057
ECOR61,MOPS,Preferred sugar expt,Mixed carbon,,,
ECOR61,N-C-,cAMP_I,Glucose,0.45708481,0.08671494701022205,1.2533728625621945
ECOR61,N-C-,cAMP_I,Fructose,0.21618615,0.06604806874945422,0.5605354987521123
ECOR61,N-C-,cAMP_I,Acetate,0.31566513,0.07458244569105014,0.8374157254090691
ECOR61,N-C-,cAMP_II,Glucose,0.41158291,0.08281130459090086,1.1165418553091428
ECOR61,N-C-,cAMP_II,Fructose,0.17559716,0.06256590859523202,0.45104274426149565
ECOR61,N-C-,cAMP_II,Acetate,0.34967204,0.0774999242232881,0.934968508505872
ECOR63,LB,Growth rate expt_I,LB,2.43861162,0.25671163089678917,12.572618422314015
ECOR63,LB,Growth rate expt_II,LB,2.35620516,0.24964191835990404,11.719090339852622
ECOR63,MOPS,Growth rate expt_I,Glu+CAA+ACGU,1.508045,0.17687761667240873,5.502058597180188
ECOR63,MOPS,soft_agar expt_I,Glycerol,0.7814,0.11453819247720715,2.32084350608672
ECOR63,MOPS,swimming expt_I,Gly+CAA,0.576,0.0969167711095594,1.6252476761203423
ECOR63,N-C-,Growth rate expt_I,Glucose,0.29724013,0.07300175100410317,0.7851908783142821
ECOR63,N-C-,Growth rate expt_II,Glucose,0.25557335,0.0694271264305244,0.668683492582608
ECOR63,N-C-,Growth rate expt_III,Glucose,0.26133123,0.06992109931107139,0.6846534840356054
ECOR63,N-C-,Growth rate expt_I,Glycerol,0.72404911,0.1096180162430318,2.1193758675793823
ECOR63,N-C-,Growth rate expt_II,Glycerol,0.74785611,0.11166043678100449,2.202296085904597
ECOR63,N-C-,Growth rate expt_III,Glycerol,0.73621512,0.11066174744348466,2.161625605791702
ECOR63,N-C-,Growth rate expt_I,Acetate,0.36688533,0.07897666539277942,0.9849307669611534
ECOR63,N-C-,Growth rate expt_II,Acetate,0.36738984,0.07901994768729836,0.9864011197637023
ECOR63,N-C-,Growth rate expt_III,Acetate,0.38555605,0.0805784405843927,1.0395743464687959
ECOR63,N-C-,Growth rate expt_I,Maltose,0.736136,0.11065495967883711,2.161350000811433
ECOR63,N-C-,Growth rate expt_I,Fructose,0.666932,0.10471789617189117,1.924435555637598
ECOR63,N-C-,Growth rate expt_I,Succinate,0.700934,0.10763495347151511,2.039812049209591
ECOR63,N-C-,Growth rate expt_I,Lactose,0.75365038,0.11215753158717742,2.222629322480796
ECOR63,MOPS,Yield expt (in fru_glu),fru_glu,0.914596,0.12596517806866386,2.8123504935665022
ECOR63,MOPS,Yield expt (in mal_glu),mal_glu,0.813376,0.11728143770433425,2.435758845960666
ECOR63,MOPS,Yield expt (in fru_mal),fru_mal,0.819795,0.11783212856976234,2.4590561897182357
ECOR63,N-C-,Yield expt (in glucose),Glucose,0.454146,0.08646282427736199,1.244446709033069
ECOR63,MOPS,Yield expt (in glycerol),Glycerol,0.646,0.1029221240586117,1.8543728535680783
ECOR63,MOPS,Yield expt (in galactose),Galactose,0.508,0.09108299967333716,1.4100091551808889
ECOR63,MOPS,Yield expt (in glu+CAA),Glu+CAA,1.04,0.13672368208613467,3.3078737940002916
ECOR63,MOPS,Yield expt (in RDM),Glu+CAA+ACGU,1.508045,0.17687761667240873,5.502058597180188
ECOR63,LB,R/P expt,LB,2.5089,0.26274172418417646,13.351561842515467
ECOR63,LB,R/P expt,LB,2.67355,0.27686717222791163,15.388652632020905
ECOR63,MOPS,R/P expt,Glu+CAA+ACGU,1.508,0.17687375608837005,5.501816627119429
ECOR63,N-C-,R/P expt,Glu+CAA,0.8888,0.12375211971618169,2.714472375787285
ECOR63,N-C-,R/P expt,Glucose,0.3106,0.07414790435700967,0.8230151563204111
ECOR63,N-C-,R/P expt,Glycerol,0.7523,0.11204168146552969,2.2178852274238743
ECOR63,N-C-,R/P expt,Glycerol,0.7247,0.10967385658847478,2.1216296972151243
ECOR63,N-C-,R/P expt,Acetate,0.3649,0.07880634243034595,0.9791480120468748
ECOR63,N-C-,R/P expt,Acetate,0.365,0.07881492150598746,0.9794391595175145
ECOR63,N-C-,Yield expt (in acetate),Acetate,,,
ECOR63,N-C-,Diauxie expt,Glucose,0.455735,0.08659914578930547,1.2492714988686773
ECOR63,N-C-,Preferred sugar expt,Mixed carbon,0.94994738,0.12899799969917913,2.948676674662218
ECOR63,MOPS,Preferred sugar expt,Mixed carbon,0.922704112,0.12666077913024168,2.8433919519846858
ECOR63,N-C-,cAMP_I,Glucose,0.35629098,0.07806776809255381,0.9541333575470728
ECOR63,N-C-,cAMP_I,Fructose,0.65370271,0.10358294537595733,1.8800705808435894
ECOR63,N-C-,cAMP_I,Maltose,0.6914706,0.10682308122725709,2.007503627577686
ECOR63,N-C-,cAMP_I,Acetate,0.35599041,0.07804198196489814,0.9532618037834838
ECOR63,N-C-,cAMP_II,Glucose,0.2923367,0.072581082035375,0.7713658448422841
ECOR63,N-C-,cAMP_II,Fructose,0.6582536,0.10397336967141894,1.8952993470513542
ECOR63,N-C-,cAMP_II,Maltose,0.75789679,0.11252183431312579,2.2375688449479774
ECOR63,N-C-,cAMP_II,Acetate,0.36619555,0.07891748864481946,0.9829210144276588
NCM3722,LB,Growth rate expt_I,LB,2.77168253,0.2852860362055325,16.76894860791177
NCM3722,LB,Growth rate expt_II,LB,2.56481464,0.2675386834444507,14.00798336774128
NCM3722,MOPS,Growth rate expt_I,Glu+CAA+ACGU,1.909071,0.2112819405545037,7.969231182412087
NCM3722,MOPS,soft_agar expt_I,Glycerol,,,
NCM3722,MOPS,soft_agar expt_I,Glu+CAA,1.182,0.1489059694970693,3.9117246824978613
NCM3722,MOPS,soft_agar expt_I,Gly+CAA,1.095,0.14144217368896145,3.5361022888785296
NCM3722,MOPS,swimming expt_I,Gly+CAA,1.19,0.1495922955483896,3.947201732335464
NCM3722,N-C-,Growth rate expt_I,Glucose,0.96961481,0.13068528339561886,3.0256416282968828
NCM3722,N-C-,Growth rate expt_II,Glucose,0.94230057,0.1283419740851171,2.9189702517397045
NCM3722,N-C-,Growth rate expt_III,Glucose,0.96120171,0.12996351718282353,2.992619150855194
NCM3722,N-C-,Growth rate expt_I,Glycerol,0.72557812,0.10974919116749796,2.1246715257974986
NCM3722,N-C-,Growth rate expt_II,Glycerol,0.72420173,0.10963110962827587,2.1199042768082594
NCM3722,N-C-,Growth rate expt_III,Glycerol,0.74399144,0.11132888381841001,2.1887673761457376
NCM3722,N-C-,Growth rate expt_I,Acetate,0.4740719,0.08817228231061228,1.305212001776494
NCM3722,N-C-,Growth rate expt_II,Acetate,0.48347855,0.08897928592944376,1.3340980346889462
NCM3722,N-C-,Growth rate expt_III,Acetate,0.48828044,0.08939124370476553,1.3488935483424653
NCM3722,N-C-,Growth rate expt_I,Maltose,0.704234,0.10791806296768472,2.0511144382459934
NCM3722,N-C-,Growth rate expt_I,Fructose,0.634309,0.10191914432536356,1.8155558259028886
NCM3722,N-C-,Growth rate expt_I,Succinate,0.684213,0.10620044623349935,1.9828292673333945
NCM3722,N-C-,Growth rate expt_I,Lactose,0.93915108,0.12807177695569552,2.906770274261293
NCM3722,MOPS,Yield expt (in fru_glu),fru_glu,1.047003,0.1373244747533091,3.336550821122955
NCM3722,MOPS,Yield expt (in mal_glu),mal_glu,0.963871,0.13019251759101463,3.0030803073454764
NCM3722,MOPS,Yield expt (in fru_mal),fru_mal,0.700593,0.1076056988235776,2.038645201034713
NCM3722,N-C-,Yield expt (in glucose),Glucose,0.872714,0.12237208960848947,2.6541063859781953
NCM3722,MOPS,Yield expt (in glycerol),Glycerol,0.66287,0.1043694141193333,1.9107824773782185
NCM3722,MOPS,Yield expt (in galactose),Galactose,0.602,0.09914733077635025,1.7094358656132635
NCM3722,MOPS,Yield expt (in glu+CAA),Glu+CAA,1.25,0.15473974093329157,4.218536707769692
NCM3722,MOPS,Yield expt (in RDM),Glu+CAA+ACGU,1.909071,0.2112819405545037,7.969231182412087
NCM3722,LB,R/P expt,LB,2.7717,0.2852875349700471,16.76920689641673
NCM3722,MOPS,R/P expt,Glu+CAA+ACGU,1.9091,0.21128442848643972,7.969435309835151
NCM3722,N-C-,R/P expt,Glu+CAA,1.3133,0.16017029581436315,4.515242620426268
NCM3722,N-C-,R/P expt,Glucose,0.9663,0.13040090333834675,3.01261277584005
NCM3722,N-C-,R/P expt,Glucose,0.9555,0.12947436316906438,2.970323767293219
NCM3722,N-C-,R/P expt,Glycerol,0.7107,0.10847278599866433,2.073314592763657
NCM3722,N-C-,R/P expt,Glycerol,0.7165,0.10897037238587151,2.0932895646458394
NCM3722,N-C-,R/P expt,Acetate,0.4633,0.08724815286158519,1.2722913302012007
NCM3722,N-C-,R/P expt,Acetate,0.47375,0.08814466626612229,1.3042257870327842
NCM3722,N-C-,Yield expt (in acetate),Acetate,,,
NCM3722,N-C-,Diauxie expt,Glucose,0.906648,0.12528331313667718,2.782051088742309
NCM3722,N-C-,Preferred sugar expt_I,Mixed carbon,0.96182971,0.13001739377785215,2.995078985086484
NCM3722,N-C-,Preferred sugar expt_II,Mixed carbon,0.97883688,0.13147645175663122,3.062011342394085
NCM3722,MOPS,Preferred sugar expt,Mixed carbon,0.95645351,0.1295561655132137,2.9740475357184986
NCM3722,N-C-,cAMP_I,Glucose,0.9587234,0.1297509010932926,2.982919853038749
NCM3722,N-C-,cAMP_I,Fructose,0.70154453,0.10768733130202919,2.041901684647313
NCM3722,N-C-,cAMP_I,Maltose,0.7576265,0.11249864592957437,2.236616962203868
NCM3722,N-C-,cAMP_I,Acetate,0.46618824,0.08749593715589335,1.2811017986641922
NCM3722,N-C-,cAMP_I,Glu+CAA,1.24878643,0.15463562784502896,4.212954934224974
NCM3722,N-C-,cAMP_I,Glycerol,0.69902196,0.10747091811361932,2.033271924306355
NCM3722,N-C-,cAMP_I,Galactose,0.5895834,0.09808210127024736,1.6690977189593255
NCM3722,N-C-,cAMP_II,Glucose,0.96571629,0.13035082641591972,3.0103209056054707
NCM3722,N-C-,cAMP_II,Fructose,0.68500144,0.10626808709748722,1.985505475082088
NCM3722,N-C-,cAMP_II,Maltose,0.73982875,0.11097176349458872,2.174225011551668
NCM3722,N-C-,cAMP_II,Acetate,0.45073655,0.08617032498290275,1.2341065567857006
NCM3722,N-C-,cAMP_II,Glu+CAA,1.23769857,0.153684391948605,4.162138334199349
NCM3722,N-C-,cAMP_II,Glycerol,0.71589864,0.10891878125659378,2.091215796644298
NCM3722,N-C-,cAMP_II,Galactose,0.57700757,0.09700321130200049,1.6284903827524413
Isolate_1,LB,R/P expt,LB,2.71896794,0.2807636116553242,16.01041342539221
Isolate_1,LB,R/P expt,LB,2.72343552,0.28114688872286886,16.073123683674282
Isolate_1,MOPS,R/P expt,Glu+CAA+ACGU,1.782,0.20038042334608905,7.1138652283643555
Isolate_1,MOPS,R/P expt,Glu+CAA+ACGU,1.8,0.20192465696155965,7.2304601783778715
Isolate_1,N-C-,R/P expt,Glu+CAA,1.35,0.16331881657479486,4.69241426488138
Isolate_1,N-C-,R/P expt,Glu+CAA,1.392,0.1669220283442262,4.9000079596743324
Isolate_1,N-C-,R/P expt,Glucose,0.90323407,0.12499042949962921,2.7690755187874334
Isolate_1,N-C-,R/P expt,Glucose,0.90254957,0.12493170572686313,2.7664767041748513
Isolate_1,N-C-,R/P expt,Glycerol,0.696,0.10721166187936335,2.0229480852974797
Isolate_1,N-C-,R/P expt,Glycerol,0.702,0.10772640641785354,2.043461019206864
Isolate_1,N-C-,R/P expt,Acetate,0.41468015,0.08307701915329976,1.1257634365353655
Isolate_1,N-C-,R/P expt,Acetate,0.32469169,0.07535684110127583,0.8631616015599666
Isolate_2,LB,Growth rate expt_I,LB,2.7113963,0.2801140349324219,15.904778440364986
Isolate_2,LB,Growth rate expt_II,LB,2.62956846,0.2730939626430136,14.812659327196021
Isolate_2,N-C-,Growth rate expt_I,Glucose,0.8373646,0.1193394378436719,2.5232207710539716
Isolate_2,N-C-,Growth rate expt_II,Glucose,0.84446137,0.11994827511007541,2.5493044993814564
Isolate_2,N-C-,Growth rate expt_I,Acetate,0.17328476,0.06236752605009789,0.44486309517796047
Isolate_2,N-C-,Growth rate expt_II,Acetate,0.11666062,0.057509698248147174,0.295409941482526
Isolate_3,LB,Growth rate expt_I,LB,2.7381189,0.28240658699979826,16.281251003315
Isolate_3,LB,Growth rate expt_II,LB,2.27720667,0.24286457814715862,10.955559257383717
Isolate_3,N-C-,Growth rate expt_I,Glucose,0.80512643,0.11657370085393548,2.405930564958283
Isolate_3,N-C-,Growth rate expt_II,Glucose,0.86707073,0.1218879492065352,2.633049180511641
Isolate_3,N-C-,Growth rate expt_I,Acetate,0.40249619,0.08203174800876925,1.0895642610952045
Isolate_3,N-C-,Growth rate expt_II,Acetate,0.39791716,0.08163890956142213,1.0760127957479861
Isolate_4,LB,Growth rate expt_I,LB,2.66286801,0.2759507562257938,15.246462426788888
Isolate_4,LB,Growth rate expt_II,LB,2.83465988,0.2906889106990468,17.73161765980346
Isolate_4,N-C-,Growth rate expt_I,Glucose,0.88246856,0.12320894068938529,2.6906515162823514
Isolate_4,N-C-,Growth rate expt_II,Glucose,0.86150851,0.12141076214538837,2.6123551210802334
Isolate_4,N-C-,Growth rate expt_I,Acetate,0.40817765,0.08251916475971101,1.10641856847567
Isolate_4,N-C-,Growth rate expt_II,Acetate,0.38431108,0.08047163366637868,1.035915968512788
Isolate_5,LB,Growth rate expt_I,LB,3.10746732,0.3140932673322955,22.785652856527168
Isolate_5,LB,Growth rate expt_II,LB,3.05847952,0.3098905669151871,21.75372673166612
Isolate_5,N-C-,Growth rate expt_I,Glucose,0.7912173,0.11538042607016046,2.355924492938635
Isolate_5,N-C-,Growth rate expt_II,Glucose,0.82646122,0.11840402862599136,2.4833327059573733
Isolate_5,N-C-,Growth rate expt_I,Acetate,0.29124632,0.07248753751039518,0.7682957363594323
Isolate_5,N-C-,Growth rate expt_II,Acetate,0.29203654,0.07255533108192946,0.7705205534544387
Isolate_6,LB,Growth rate expt_I,LB,2.88870426,0.29532541893922826,18.611358246386793
Isolate_6,LB,Growth rate expt_II,LB,3.09450222,0.31298098159629895,22.50638364148261
Isolate_6,N-C-,Growth rate expt_I,Glucose,0.75094877,0.11192575842173902,2.2131414003471637
Isolate_6,N-C-,Growth rate expt_II,Glucose,0.7825305,0.11463517892733435,2.32487424081485
Isolate_6,N-C-,Growth rate expt_I,Acetate,0.12176526,0.057947629174973606,0.3087424164387385
Isolate_6,N-C-,Growth rate expt_II,Acetate,0.11380096,0.057264365853657365,0.2879520714277746
